API,number,className
getProcessInstanceId()Ljava/lang/String;,20,Lorg/activiti/engine/impl/persistence/entity/JobEntity
getWordList()Ljava/util/List;,1,Lorg/bitcoinj/crypto/MnemonicCode
update([B)V,6,Ljava/security/MessageDigest
getSourceActivityBehaviorClass()Ljava/lang/String;,1,Lorg/activiti/engine/delegate/event/impl/ActivitiSequenceFlowTakenEventImpl
length()I,368,Ljava/lang/String
values()Lcom/linecorp/armeria/internal/shaded/fastutil/objects/ObjectCollection;,2,Lcom/linecorp/armeria/internal/shaded/fastutil/objects/Object2ObjectArrayMap
getProcessDefinitionId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/cmd/SetProcessDefinitionCategoryCmd
getElementName()Ljava/lang/String;,3,Lorg/activiti/bpmn/converter/child/ConditionExpressionParser
getMimeType()Ljava/lang/String;,1,Lorg/activiti/engine/impl/form/DoubleFormType
getCandidateGroupIdExpressions()Ljava/util/Set;,1,Lorg/activiti/engine/impl/task/TaskDefinition
updateVersionMessageRelayTxesBeforeFilter(Lorg/bitcoinj/core/VersionMessage;)V,3,Lorg/bitcoinj/core/PeerGroup
multiply(J)Lorg/bitcoinj/core/Coin;,2,Lorg/bitcoinj/core/Coin
getTargetTimespan()I,2,Lorg/bitcoinj/core/NetworkParameters
getVariable(Ljava/lang/String;Ljava/lang/Class;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/el/NoExecutionVariableScope
hashCode()I,1,Lorg/bitcoinj/core/StoredBlock
getUserPicture(Ljava/lang/String;)Lorg/activiti/engine/identity/Picture;,1,Lorg/activiti/engine/impl/IdentityServiceImpl
findKeyFromPubKey([B)Lorg/bitcoinj/core/ECKey;,2,Lorg/bitcoinj/wallet/Wallet
setValue(Ljava/lang/Object;)V,41,Lorg/activiti/engine/impl/persistence/entity/VariableInstanceEntity
isSignatureValid()Z,1,Lorg/bitcoinj/core/AlertMessage
getData(Lorg/bitcoinj/core/Peer;Lorg/bitcoinj/core/GetDataMessage;)Ljava/util/List;,1,Lorg/bitcoinj/jni/NativePeerEventListener
clear()V,3,Ljava/util/Collections$SynchronizedMap
hashCode()I,1,Lorg/activiti/engine/impl/juel/ObjectValueExpression
getElementName()Ljava/lang/String;,3,Lorg/activiti/bpmn/converter/child/DocumentationParser
addAll(Ljava/util/Collection;)Z,17,Ljava/util/AbstractCollection
keySet()Lcom/linecorp/armeria/internal/shaded/fastutil/objects/ObjectSet;,2,Lcom/linecorp/armeria/internal/shaded/fastutil/objects/Object2ObjectArrayMap
<clinit>()V,197,Ljava/lang/Class$EnclosingMethodInfo
setActivityName(Ljava/lang/String;)V,4,Lorg/activiti/engine/impl/persistence/entity/HistoricActivityInstanceEntity
setProcessEngineContext(Lorg/activiti/engine/impl/cfg/ProcessEngineConfigurationImpl;)V,1,Lorg/activiti/engine/impl/interceptor/CommandContextInterceptor
setResultVariable(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/bpmn/behavior/BusinessRuleTaskActivityBehavior
getItem()Lorg/activiti/engine/impl/bpmn/data/ItemDefinition;,1,Lorg/activiti/engine/impl/bpmn/data/ItemInstance
getParentId()Ljava/lang/String;,8,Lorg/activiti/engine/impl/persistence/entity/ExecutionEntity
getEventDispatcher()Lorg/activiti/engine/delegate/event/ActivitiEventDispatcher;,23,Lorg/activiti/engine/impl/interceptor/CommandContext
<clinit>()V,10,Ljava/nio/charset/Charset$ExtendedProviderHolder
signalEventReceivedAsync(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/RuntimeServiceImpl
setFullMessage(Ljava/lang/String;)V,4,Lorg/activiti/engine/impl/persistence/entity/CommentEntity
getItemKind()Lorg/activiti/engine/impl/bpmn/data/ItemKind;,1,Lorg/activiti/engine/impl/bpmn/data/ItemDefinition
getRuntime()Ljava/lang/Runtime;,6,Ljava/lang/Runtime
<init>([BLjava/lang/String;)V,12,Ljava/lang/String
deleteTasks(Ljava/util/Collection;)V,1,Lorg/activiti/engine/impl/TaskServiceImpl
getDoubleValue()Ljava/lang/Double;,10,Lorg/activiti/engine/impl/persistence/entity/VariableInstanceEntity
access$000()Lorg/slf4j/Logger;,2,Lorg/activiti/engine/impl/persistence/deploy/DefaultDeploymentCache
setX(I)V,1,Lorg/activiti/engine/impl/pvm/process/ParticipantProcess
cancel()Z,8,Ljava/util/TimerTask
<clinit>()V,201,Ljava/util/Locale
getCommandConfig()Lorg/activiti/engine/impl/interceptor/CommandConfig;,1,Lorg/activiti/engine/impl/db/DbIdGenerator
setUserInfo(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/IdentityServiceImpl
getJobId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/cmd/ExecuteJobsCmd
one([I)V,19,Lcom/linecorp/armeria/internal/shaded/bouncycastle/math/ec/rfc7748/X25519Field
<clinit>()V,122,Ljava/util/Arrays
setGenerated(Z)V,2,Lorg/activiti/engine/impl/persistence/entity/ResourceEntity
setRequired(Z)V,3,Lorg/activiti/engine/impl/form/FormPropertyHandler
notifyNewBestBlock(Lorg/bitcoinj/core/StoredBlock;)V,1,Lorg/bitcoinj/jni/NativeBlockChainListener
getProcessInstanceId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/HistoricDetailQueryImpl
numBroadcastPeers()I,3,Lorg/bitcoinj/core/TransactionConfidence
addCustomGroupIdentityLinkExpression(Ljava/lang/String;Ljava/util/Set;)V,1,Lorg/activiti/engine/impl/task/TaskDefinition
getExecution()Lorg/activiti/engine/impl/persistence/entity/ExecutionEntity;,1,Lorg/activiti/engine/impl/context/ExecutionContext
isActivityIdUsedForDetails()Z,42,Lorg/activiti/engine/impl/persistence/entity/ExecutionEntity
deploymentWithoutTenantId()Lorg/activiti/engine/impl/DeploymentQueryImpl;,2,Lorg/activiti/engine/impl/DeploymentQueryImpl
getActiveActivityIds(Ljava/lang/String;)Ljava/util/List;,1,Lorg/activiti/engine/impl/RuntimeServiceImpl
userLastName(Ljava/lang/String;)Lorg/activiti/engine/identity/UserQuery;,1,Lorg/activiti/engine/impl/UserQueryImpl
signum()I,14,Lorg/bitcoinj/core/Coin
next()Ljava/lang/Object;,107,Ljava/util/HashMap$KeyIterator
potentialStarter(Ljava/lang/String;)Lorg/activiti/engine/identity/UserQuery;,1,Lorg/activiti/engine/impl/UserQueryImpl
getVersion()I,1,Lorg/bitcoinj/core/VersionedChecksummedBytes
insert([B)V,3,Lorg/bitcoinj/core/BloomFilter
<init>([CII)V,17,Ljava/lang/String
executeJobs(Ljava/util/List;)V,1,Lorg/activiti/engine/impl/jobexecutor/DefaultJobExecutor
getAttachmentContent(Ljava/lang/String;)Ljava/io/InputStream;,1,Lorg/activiti/engine/impl/TaskServiceImpl
getSimpleName()Ljava/lang/String;,44,Ljava/lang/Class
getHeight()I,13,Lorg/bitcoinj/core/StoredBlock
indexOf(Ljava/lang/Object;)I,4,Ljava/util/ArrayList
isWithoutTenantId()Z,1,Lorg/activiti/engine/impl/JobQueryImpl
getBpmnParserHandlers()Lorg/activiti/engine/impl/bpmn/parser/BpmnParseHandlers;,2,Lorg/activiti/engine/impl/bpmn/parser/BpmnParser
getParentTaskId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/HistoricTaskInstanceEntity
canRead()Z,4,Ljava/io/File
getValueReference(Lorg/activiti/engine/impl/javax/el/ELContext;)Lorg/activiti/engine/impl/javax/el/ValueReference;,1,Lorg/activiti/engine/impl/juel/TreeValueExpression
getRoot()Lorg/activiti/engine/impl/juel/ExpressionNode;,2,Lorg/activiti/engine/impl/juel/Tree
getHeight()I,1,Lorg/bitcoinj/core/UTXO
<clinit>()V,1,Ljava/text/DigitList$1
getContractScript()Lorg/bitcoinj/script/Script;,5,Lorg/bitcoinj/protocols/channels/PaymentChannelServerState
<clinit>()V,197,Ljava/io/File
getValidators()Ljava/util/Collection;,1,Lorg/activiti/validation/validator/ValidatorSet
createTextOnlyEmail(Ljava/lang/String;)Lorg/apache/commons/mail/SimpleEmail;,3,Lorg/activiti/engine/impl/bpmn/behavior/MailActivityBehavior
deserializePayload(Lorg/bitcoinj/core/BitcoinSerializer$BitcoinPacketHeader;Ljava/nio/ByteBuffer;)Lorg/bitcoinj/core/Message;,1,Lorg/bitcoinj/core/DummySerializer
getElementName()Ljava/lang/String;,3,Lorg/activiti/bpmn/converter/child/SignalEventDefinitionParser
getUserId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/HistoricIdentityLinkEntity
<clinit>()V,197,Ljava/io/BufferedInputStream
getName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/bpmn/webservice/MessageDefinition
getRevision()I,1,Lorg/activiti/engine/impl/persistence/entity/ProcessDefinitionInfoEntity
<init>(Ljava/lang/String;)V,24,Ljava/io/StringReader
serve(Lcom/linecorp/armeria/server/ServiceRequestContext;Lcom/linecorp/armeria/common/HttpRequest;)Lcom/linecorp/armeria/common/HttpResponse;,2,Lcom/linecorp/armeria/server/RedirectService
taskId(Ljava/lang/String;)Lorg/activiti/engine/history/HistoricVariableInstanceQuery;,3,Lorg/activiti/engine/impl/HistoricVariableInstanceQueryImpl
getMessage()Ljava/lang/String;,2,Ljava/util/regex/PatternSyntaxException
databaseSchemaUpgrade(Ljava/sql/Connection;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,1,Lorg/activiti/engine/impl/ManagementServiceImpl
deploymentTenantIdLike(Ljava/lang/String;)Lorg/activiti/engine/impl/DeploymentQueryImpl;,2,Lorg/activiti/engine/impl/DeploymentQueryImpl
getJobIdBatches()Ljava/util/List;,1,Lorg/activiti/engine/impl/jobexecutor/AcquiredJobs
readLine()Ljava/lang/String;,15,Ljava/io/BufferedReader
getActivityId()Ljava/lang/String;,1,Lorg/activiti/engine/delegate/event/impl/ActivitiActivityEventImpl
setIdBlockSize(I)V,1,Lorg/activiti/engine/impl/db/DbIdGenerator
activityType(Ljava/lang/String;)Lorg/activiti/engine/impl/HistoricActivityInstanceQueryImpl;,2,Lorg/activiti/engine/impl/HistoricActivityInstanceQueryImpl
getCategory()Ljava/lang/String;,1,Lorg/activiti/engine/impl/ModelQueryImpl
getRenderedTaskForm(Ljava/lang/String;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/FormServiceImpl
getTransactionHash()Lorg/bitcoinj/core/Sha256Hash;,13,Lorg/bitcoinj/core/TransactionConfidence
eventType(Ljava/lang/String;)Lorg/activiti/engine/impl/EventSubscriptionQueryImpl;,1,Lorg/activiti/engine/impl/EventSubscriptionQueryImpl
getResourceAsStream(Ljava/lang/String;)Ljava/io/InputStream;,16,Ljava/lang/ClassLoader
setId(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/pvm/process/ParticipantProcess
activateProcessDefinitionsOn(Ljava/util/Date;)Lorg/activiti/engine/repository/DeploymentBuilder;,1,Lorg/activiti/engine/impl/repository/DeploymentBuilderImpl
getName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/TaskQueryProperty
booleanValue()Z,22,Ljava/lang/Boolean
getProcessDefinitionSuspensionState()Lorg/activiti/engine/impl/persistence/entity/SuspensionState;,10,Lorg/activiti/engine/impl/cmd/ActivateProcessDefinitionCmd
getSize()J,1,Lorg/activiti/engine/management/TablePage
expiryTimeSeconds()J,3,Lorg/bitcoinj/protocols/channels/StoredClientChannel
getLastRow()I,1,Lorg/activiti/engine/impl/db/ListQueryParameterObject
getMaxTarget()Ljava/math/BigInteger;,3,Lorg/bitcoinj/core/NetworkParameters
orderHistoricData()V,1,Lorg/activiti/engine/impl/ProcessInstanceHistoryLogImpl
getLongValue()Ljava/lang/Long;,1,Lorg/activiti/engine/impl/QueryVariableValue
setProcessDefinitonKey(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/bpmn/behavior/CallActivityBehavior
getFeatureDescriptors(Lorg/activiti/engine/impl/javax/el/ELContext;Ljava/lang/Object;)Ljava/util/Iterator;,1,Lorg/activiti/engine/impl/el/ReadOnlyMapELResolver
includeComments()Lorg/activiti/engine/history/ProcessInstanceHistoryLogQuery;,1,Lorg/activiti/engine/impl/ProcessInstanceHistoryLogQueryImpl
<clinit>()V,36,Ljava/security/Provider
unlock()V,6,Ljava/util/concurrent/locks/ReentrantReadWriteLock$ReadLock
<clinit>()V,2,Ljava/util/TimSort
<init>(I)V,28,Ljava/util/HashMap
getFieldSize()I,5,Lorg/activiti/engine/impl/bpmn/data/FieldBaseStructureInstance
isPersistentObjectDeleted(Lorg/activiti/engine/impl/db/PersistentObject;)Z,2,Lorg/activiti/engine/impl/db/DbSqlSession
getProcessInstanceComments(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,Lorg/activiti/engine/impl/TaskServiceImpl
findOutgoingTransition(Ljava/lang/String;)Lorg/activiti/engine/impl/pvm/process/TransitionImpl;,2,Lorg/activiti/engine/impl/pvm/process/ActivityImpl
execute(Lorg/activiti/engine/impl/db/DbSqlSession;)V,1,Lorg/activiti/engine/impl/db/upgrade/DbUpgradeStep52To53InsertPropertyHistoryLevel
<clinit>()V,1,Ljava/math/BigDecimal$StringBuilderHelper
setActivityInstanceId(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/HistoricDetailEntity
isConcurrent()Z,1,Lorg/activiti/engine/impl/persistence/entity/ExecutionEntity
variableValueEquals(Ljava/lang/String;Ljava/lang/Object;)Lorg/activiti/engine/history/HistoricVariableInstanceQuery;,1,Lorg/activiti/engine/impl/HistoricVariableInstanceQueryImpl
isReadable()Z,1,Lorg/activiti/engine/impl/form/FormPropertyImpl
createResolver(Lorg/activiti/engine/delegate/VariableScope;)Lorg/activiti/engine/impl/scripting/Resolver;,1,Lorg/activiti/engine/impl/scripting/BeansResolverFactory
intValue()I,2,Ljava/lang/Double
getTransition()Lorg/activiti/engine/impl/pvm/process/TransitionImpl;,4,Lorg/activiti/engine/impl/pvm/runtime/ExecutionImpl
getTypeName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/variable/ShortType
zero([I)V,9,Lcom/linecorp/armeria/internal/shaded/bouncycastle/math/ec/rfc7748/X25519Field
getMailServerPort()I,1,Lorg/activiti/engine/cfg/MailServerInfo
getFirstResult()J,1,Lorg/activiti/engine/management/TablePage
getProperties()Ljava/util/Properties;,21,Ljava/lang/System
getLocalHost()Ljava/net/InetAddress;,4,Ljava/net/InetAddress
removeDiscoveredEventListener(Lorg/bitcoinj/core/listeners/PeerDiscoveredEventListener;)Z,1,Lorg/bitcoinj/core/PeerGroup
addDataEventListenerToPeer(Ljava/util/concurrent/Executor;Lorg/bitcoinj/core/Peer;Lorg/bitcoinj/core/listeners/PeerDataEventListener;)V,12,Lorg/bitcoinj/core/PeerGroup
set(Ljava/lang/Object;)V,2734,Ljava/lang/ThreadLocal
getTextValue2()Ljava/lang/String;,10,Lorg/activiti/engine/impl/persistence/entity/VariableInstanceEntity
getTaskService()Lorg/activiti/engine/TaskService;,1,Lorg/activiti/engine/impl/ProcessEngineImpl
getName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/PropertyEntity
setHeight(I)V,1,Lorg/activiti/engine/impl/pvm/process/ActivityImpl
getFailedJobRetryTimeCycleValue()Ljava/lang/String;,1,Lorg/activiti/engine/impl/pvm/process/ActivityImpl
notSettingChainHead()V,3,Lorg/bitcoinj/core/BlockChain
iterator()Ljava/util/Iterator;,9,Ljava/util/TreeSet
readLock()Ljava/util/concurrent/locks/ReentrantReadWriteLock$ReadLock;,2,Ljava/util/concurrent/locks/ReentrantReadWriteLock
setVariables(Ljava/lang/String;Ljava/util/Map;)V,1,Lorg/activiti/engine/impl/TaskServiceImpl
setItemDefinition(Lorg/activiti/engine/impl/bpmn/data/ItemDefinition;)V,1,Lorg/activiti/engine/impl/bpmn/webservice/MessageDefinition
replace(Ljava/lang/CharSequence;Ljava/lang/CharSequence;)Ljava/lang/String;,20,Ljava/lang/String
iterator()Ljava/util/Iterator;,113,Ljava/util/HashMap$KeySet
size()I,21,Ljava/util/JumboEnumSet
singletonMap(Ljava/lang/Object;Ljava/lang/Object;)Ljava/util/Map;,3,Ljava/util/Collections
getNameLike()Ljava/lang/String;,1,Lorg/activiti/engine/impl/GroupQueryImpl
setExecutorService(Ljava/util/concurrent/ExecutorService;)V,1,Lorg/activiti/engine/impl/asyncexecutor/DefaultAsyncJobExecutor
isWaitForCompletion()Z,1,Lorg/activiti/engine/impl/bpmn/parser/CompensateEventDefinition
incrementDepthInBlocks()I,1,Lorg/bitcoinj/core/TransactionConfidence
close()V,1,Lorg/activiti/engine/impl/variable/EntityManagerSessionImpl
append(Ljava/lang/Object;)Ljava/lang/StringBuffer;,8,Ljava/lang/StringBuffer
getProcessEngineConfiguration()Lorg/activiti/engine/impl/cfg/ProcessEngineConfigurationImpl;,93,Lorg/activiti/engine/impl/interceptor/CommandContext
<clinit>()V,61,Ljava/io/FileSystem
writeComment(Ljava/lang/String;)V,1,Lorg/activiti/bpmn/converter/DelegatingXMLStreamWriter
getInputStream()Ljava/io/InputStream;,2,Ljava/lang/ProcessImpl
getCardinality()I,1,Lorg/activiti/engine/impl/juel/AstDot
getElementName()Ljava/lang/String;,3,Lorg/activiti/bpmn/converter/child/MultiInstanceParser
getName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/JobQueryProperty
getWaypoints()Ljava/util/List;,1,Lorg/activiti/engine/repository/DiagramEdge
<clinit>()V,83,Ljava/lang/Character$UnicodeScript
<init>(Ljava/lang/Runnable;)V,2,Ljava/lang/Thread
setTimeZone(Ljava/util/TimeZone;)V,1,Lorg/activiti/engine/impl/calendar/CronExpression
poll()Ljava/lang/ref/Reference;,5,Ljava/lang/ref/ReferenceQueue
executeJob(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/ManagementServiceImpl
validateParams(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,2,Lorg/activiti/engine/impl/cmd/DeleteIdentityLinkForProcessDefinitionCmd
getDefaultQueueSizeFullWaitTimeInMillis()I,6,Lorg/activiti/engine/impl/asyncexecutor/AbstractAsyncJobExecutor
appendStructure(Ljava/lang/StringBuilder;Lorg/activiti/engine/impl/juel/Bindings;)V,4,Lorg/activiti/engine/impl/juel/AstMethod
getEventLogEntriesByProcessInstanceId(Ljava/lang/String;)Ljava/util/List;,1,Lorg/activiti/engine/impl/ManagementServiceImpl
getProcessDefinitonKey()Ljava/lang/String;,1,Lorg/activiti/engine/impl/bpmn/behavior/CallActivityBehavior
getProcessed()I,1,Lorg/activiti/engine/impl/persistence/entity/EventLogEntryEntity
getRevision()I,1,Lorg/activiti/engine/impl/persistence/entity/GroupEntity
getExceptionMessage()Ljava/lang/String;,1,Lorg/activiti/engine/impl/JobQueryImpl
getAddr()Ljava/net/InetAddress;,3,Lorg/bitcoinj/core/PeerAddress
getRetriesLeft()Z,1,Lorg/activiti/engine/impl/JobQueryImpl
join(Ljava/lang/Iterable;)Ljava/lang/String;,3,Lorg/bitcoinj/core/Utils
getEmail()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/UserEntity
setJobHandlerType(Ljava/lang/String;)V,12,Lorg/activiti/engine/impl/persistence/entity/JobEntity
isExecutingExclusiveJob()Z,1,Lorg/activiti/engine/impl/jobexecutor/SingleJobExecutorContext
extractCandidates(Ljava/lang/String;)Ljava/util/List;,3,Lorg/activiti/engine/impl/bpmn/behavior/UserTaskActivityBehavior
deleteCharAt(I)Ljava/lang/StringBuilder;,5,Ljava/lang/StringBuilder
getProperty(Ljava/lang/String;)Ljava/lang/Object;,1,Lorg/activiti/bpmn/converter/DelegatingXMLStreamWriter
getIdentifierNodes()Ljava/lang/Iterable;,1,Lorg/activiti/engine/impl/juel/Tree
isRequired()Z,1,Lorg/activiti/engine/impl/form/FormPropertyImpl
processInstanceId(Ljava/lang/String;)Lorg/activiti/engine/impl/HistoricVariableInstanceQueryImpl;,5,Lorg/activiti/engine/impl/HistoricVariableInstanceQueryImpl
receiveFromBlock(Lorg/bitcoinj/core/Transaction;Lorg/bitcoinj/core/StoredBlock;Lorg/bitcoinj/core/AbstractBlockChain$NewBlockType;I)V,1,Lorg/bitcoinj/jni/NativeBlockChainListener
getFeatureDescriptors(Lorg/activiti/engine/impl/javax/el/ELContext;Ljava/lang/Object;)Ljava/util/Iterator;,1,Lorg/activiti/engine/test/mock/MockElResolver
getElementName()Ljava/lang/String;,3,Lorg/activiti/bpmn/converter/child/ExecutionListenerParser
toObject(Ljava/io/Reader;)Lorg/activiti/engine/ProcessEngineInfo;,2,Lorg/activiti/engine/impl/json/JsonProcessEngineInfoConverter
substring(II)Ljava/lang/String;,49,Ljava/lang/String
reverseBytes([B)[B,175,Lorg/bitcoinj/core/Utils
getBundle(Ljava/lang/String;)Ljava/util/ResourceBundle;,17,Ljava/util/ResourceBundle
getCardinality()I,1,Lorg/activiti/engine/impl/juel/AstBinary
getPeriod()Ljavax/xml/datatype/Duration;,1,Lorg/activiti/engine/impl/calendar/DurationHelper
getVariableLocal(Ljava/lang/String;Z)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/el/NoExecutionVariableScope
findActivity(Ljava/lang/String;)Lorg/activiti/engine/impl/pvm/process/ActivityImpl;,16,Lorg/activiti/engine/impl/pvm/process/ScopeImpl
enableStrictMode()V,1,Lorg/bitcoinj/core/Context
add(Ljava/lang/String;Lorg/activiti/engine/impl/persistence/deploy/ProcessDefinitionInfoCacheObject;)V,1,Lorg/activiti/engine/impl/persistence/deploy/ProcessDefinitionInfoCache
setRevision(I)V,1,Lorg/activiti/engine/impl/persistence/entity/GroupEntity
toString()Ljava/lang/String;,8,Ljava/lang/StackTraceElement
getSource()Lorg/activiti/engine/impl/pvm/process/ActivityImpl;,4,Lorg/activiti/engine/impl/pvm/process/TransitionImpl
getSkipExpression()Lorg/activiti/engine/delegate/Expression;,1,Lorg/activiti/engine/impl/pvm/process/TransitionImpl
add(Ljava/lang/Object;)Z,1045,Ljava/util/ArrayList
parseProcessEngineConfigurationFromResource(Ljava/lang/String;Ljava/lang/String;)Lorg/activiti/engine/ProcessEngineConfiguration;,5,Lorg/activiti/engine/impl/cfg/BeansConfigurationHelper
setRevision(I)V,1,Lorg/activiti/engine/impl/persistence/entity/PropertyEntity
setType(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/GroupEntity
isDuplicateFilterEnabled()Z,1,Lorg/activiti/engine/impl/repository/DeploymentBuilderImpl
<clinit>()V,12,Ljava/util/concurrent/ThreadPoolExecutor
suspendProcessDefinitionByKey(Ljava/lang/String;ZLjava/util/Date;)V,1,Lorg/activiti/engine/impl/RepositoryServiceImpl
get(Ljava/lang/Object;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/scripting/ScriptBindings
<init>(Ljava/lang/String;)V,2,Ljava/sql/SQLException
getDefaultScheduleVersion()Ljava/lang/Integer;,3,Lorg/activiti/engine/impl/calendar/AdvancedCycleBusinessCalendar
getVariableInstancesLocalByTaskIds(Ljava/util/Set;)Ljava/util/List;,1,Lorg/activiti/engine/impl/TaskServiceImpl
setConfidenceType(Lorg/bitcoinj/core/TransactionConfidence$ConfidenceType;)V,4,Lorg/bitcoinj/core/TransactionConfidence
setValidatorSets(Ljava/util/List;)V,1,Lorg/activiti/validation/ProcessValidatorImpl
getBpmnElementType()Ljava/lang/Class;,1,Lorg/activiti/bpmn/converter/alfresco/AlfrescoUserTaskXMLConverter
getMessageName()Ljava/lang/String;,1,Lorg/activiti/engine/delegate/event/impl/ActivitiMessageEventImpl
getClientKey()Lorg/bitcoinj/core/ECKey;,2,Lorg/bitcoinj/protocols/channels/PaymentChannelV2ServerState
getHeight()I,1,Lorg/activiti/engine/impl/pvm/process/ActivityImpl
iterator()Ljava/util/Iterator;,2,Ljava/util/concurrent/CopyOnWriteArraySet
createHmacSha512Digest([B)Lorg/spongycastle/crypto/macs/HMac;,8,Lorg/bitcoinj/crypto/HDUtils
<clinit>()V,14,Ljava/util/concurrent/AbstractExecutorService
getMaxMoney()Lorg/bitcoinj/core/Coin;,14,Lorg/bitcoinj/params/AbstractBitcoinNetParams
toCharArray()[C,20,Ljava/lang/String
deploymentNameLike(Ljava/lang/String;)Lorg/activiti/engine/impl/DeploymentQueryImpl;,2,Lorg/activiti/engine/impl/DeploymentQueryImpl
getProcessDefinitionId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/HistoricActivityInstanceQueryImpl
setInterruptingTimer(Z)V,1,Lorg/activiti/engine/impl/jobexecutor/TimerDeclarationImpl
get(Ljava/lang/Object;)Ljava/lang/Object;,9,Ljava/util/Collections$SynchronizedMap
setEndActivityId(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/HistoricProcessInstanceEntity
random()D,7,Ljava/lang/Math
getElementName()Ljava/lang/String;,3,Lorg/activiti/bpmn/converter/child/TerminateEventDefinitionParser
unmodifiableList(Ljava/util/List;)Ljava/util/List;,69,Ljava/util/Collections
<init>()V,1933,Ljava/util/Stack
next()Ljava/lang/Object;,12,Ljava/util/AbstractList$Itr
deploymentId(Ljava/lang/String;)Lorg/activiti/engine/repository/ModelQuery;,1,Lorg/activiti/engine/impl/ModelQueryImpl
close()V,2,Ljava/io/FilterOutputStream
usesCollection()Z,5,Lorg/activiti/engine/impl/bpmn/behavior/MultiInstanceActivityBehavior
getBpmnElementType()Ljava/lang/Class;,1,Lorg/activiti/bpmn/converter/TextAnnotationXMLConverter
setName(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/pvm/process/ProcessDefinitionImpl
getElementName()Ljava/lang/String;,3,Lorg/activiti/bpmn/converter/child/CompensateEventDefinitionParser
makeAlertMessage([B)Lorg/bitcoinj/core/Message;,1,Lorg/bitcoinj/core/DummySerializer
close()V,19,Ljava/io/ByteArrayOutputStream
getXmlLineNumber()I,1,Lorg/activiti/validation/ValidationError
getSubTasks(Ljava/lang/String;)Ljava/util/List;,1,Lorg/activiti/engine/impl/TaskServiceImpl
<clinit>()V,14,Ljava/util/concurrent/SynchronousQueue$TransferQueue$QNode
getSystemResourceAsStream(Ljava/lang/String;)Ljava/io/InputStream;,15,Ljava/lang/ClassLoader
getTypeName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/variable/CustomObjectType
sub([I[I[I)I,4,Lcom/linecorp/armeria/internal/shaded/bouncycastle/math/raw/Nat256
getTaskDefinitionKey()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/HistoricTaskInstanceEntity
setTaskId(Ljava/lang/String;)V,52,Lorg/activiti/engine/impl/persistence/entity/EventLogEntryEntity
setLastBroadcastedAt(Ljava/util/Date;)V,1,Lorg/bitcoinj/core/TransactionConfidence
<clinit>()V,181,Ljava/lang/StringBuffer
keySet()Ljava/util/Set;,1,Lorg/activiti/engine/impl/form/FormData
setPolicyWeight(I)V,1,Lcom/linecorp/armeria/internal/shaded/caffeine/cache/FSAWMW
setResultVariable(Lorg/activiti/engine/impl/el/Expression;)V,1,Lorg/activiti/engine/impl/bpmn/listener/ScriptExecutionListener
getAction()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/CommentEntity
shutdown()V,1,Lorg/bitcoinj/net/discovery/MultiplexingDiscovery
writeProcessingInstruction(Ljava/lang/String;)V,1,Lorg/activiti/bpmn/converter/DelegatingXMLStreamWriter
getLocalLoopVariable(Lorg/activiti/engine/impl/pvm/delegate/ActivityExecution;Ljava/lang/String;)Ljava/lang/Integer;,1,Lorg/activiti/engine/impl/bpmn/behavior/MultiInstanceActivityBehavior
getName()Ljava/lang/String;,2,Lorg/activiti/engine/impl/persistence/entity/TaskEntity
hasVariable(Ljava/lang/String;Ljava/lang/String;)Z,1,Lorg/activiti/engine/impl/TaskServiceImpl
